Candidate_Rank,Antecedent_Items,support,confidence,lift,leverage,conviction,Rule_Length,Family_Signature,Family_Count,Score,Mechanism_Axis,Mechanism_Families,Governance_Scene,Governance_Interpretation_Template,Interpretation_Boundary,Semantic_Duplicate_Flag
1,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_碰撞速度_VK___GT_50_0,0.20077821011673153,0.7865853658536587,1.1990061626594917,0.033324350103710904,1.611739855475265,2,speed_v0|speed_vk,2,1.5677801777636982,speed_energy,speed_v0|speed_vk,speed enforcement and conflict-speed management,速度-碰撞能量轴线，适合支持限速、速度执法、冲突区速度管理和碰撞速度降低策略。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
209,FEATURE_Age_Over60||VEH_车宽_BREITE___GT_1800_0||VEH_车长_LAENGE___GT_4598_5,0.05252918287937743,0.7988165680473372,1.2176504032512792,0.009389392723584002,1.7097276264591437,3,age|vehicle_size,2,1.0701278563546932,vehicle_geometry_vulnerability,age|vehicle_size,vehicle geometry and vulnerability stratification,车辆几何—脆弱性分层轴线，适合作为车辆几何与VRU脆弱性共同出现的风险线索。,Vehicle geometry and vulnerability stratification signal; do not interpret demographic strata as body-size mechanisms.,0
210,FEATURE_Age_Over60||VEH_碰撞前的制动距离_WEGV___GT_0_5||VEH_车高_HOEHE___GT_1495_0,0.03813229571984436,0.784,1.1950652431791222,0.006224166906387683,1.592448479608013,3,age|crash_type|vehicle_size,3,1.0698307484387335,vehicle_geometry_vulnerability,age|crash_type|vehicle_size,vehicle geometry and vulnerability stratification,车辆几何—脆弱性分层轴线，适合作为车辆几何与VRU脆弱性共同出现的风险线索。,Vehicle geometry and vulnerability stratification signal; do not interpret demographic strata as body-size mechanisms.,0
211,FEATURE_Age_Over60||VEH_碰撞时的总重_GEWGES___GT_1497_5||VEH_车宽_BREITE___GT_1800_0||公路分类_STRKL_1-公路以外的其他道路,0.02762645914396887,0.7717391304347826,1.1763757800814896,0.004142076337264759,1.506911246989068,4,age|road_type|vehicle_mass|vehicle_size,4,1.0694390186340565,vehicle_geometry_vulnerability,age|road_type|vehicle_mass|vehicle_size,vehicle geometry and vulnerability stratification,车辆几何—脆弱性分层轴线，适合作为车辆几何与VRU脆弱性共同出现的风险线索。,Vehicle geometry and vulnerability stratification signal; do not interpret demographic strata as body-size mechanisms.,0
212,FEATURE_Age_Over60||VEH_车上第一碰撞点Z向坐标_BRPZ___GT_50_0||公路分类_STRKL_1-公路以外的其他道路||性别_GESCHL_3-男性,0.025680933852140077,0.7857142857142856,1.1976783596000675,0.0042386712894971895,1.6051880674448757,4,age|bio|crash_type|road_type,4,1.0691324707874479,vulnerability_demographic,age|bio|crash_type|road_type,individual demographic risk stratification,个体脆弱性—人口学分层轴线，适合作为年龄/性别等人群分层下的风险识别线索，不应解释为体格或可直接干预因素。,Individual vulnerability–demographic stratification axis; use as a demographic risk-stratification cue rather than a directly intervenable body-size mechanism.,0
213,FEATURE_Age_Over60||VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_碰撞速度_VK___GT_50_0||VEH_车上第一碰撞点Z向坐标_BRPZ___GT_50_0,0.018287937743190662,0.810344827586207,1.2352231357630794,0.0034825659737467655,1.8136540502299263,4,age|crash_type|speed_v0|speed_vk,4,1.0691254626262898,speed_energy,age|crash_type|speed_v0|speed_vk,speed enforcement and conflict-speed management,速度-碰撞能量轴线，适合支持限速、速度执法、冲突区速度管理和碰撞速度降低策略。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
214,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_碰撞前的制动距离_WEGV___GT_0_5||VEH_碰撞时的总重_GEWGES___GT_1497_5||VEH_车长_LAENGE___GT_4598_5,0.03696498054474708,0.7480314960629921,1.1402378083522478,0.004546321670275098,1.365126459143969,4,crash_type|speed_v0|vehicle_mass|vehicle_size,4,1.0690578959912922,vehicle_mass_speed_energy,crash_type|speed_v0|vehicle_mass|vehicle_size,vehicle mass-speed energy audit signal,车辆总重—速度能量轴线，适合作为车辆质量/惯性与速度共同作用下的审计级治理线索。,"Vehicle mass-speed energy axis; use as an audit-level signal for vehicle mass/inertia combined with speed exposure, not as crash configuration governance.",0
215,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_碰撞速度_VK___GT_50_0||VEH_车上第一碰撞点Z向坐标_BRPZ___GT_50_0||VEH_车高_HOEHE___GT_1495_0,0.038910505836575876,0.7407407407407407,1.1291243794209394,0.004449726718042668,1.3267370761534183,4,crash_type|speed_v0|speed_vk|vehicle_size,4,1.0682828950708743,speed_energy,crash_type|speed_v0|speed_vk|vehicle_size,speed enforcement and conflict-speed management,速度-碰撞能量轴线，适合支持限速、速度执法、冲突区速度管理和碰撞速度降低策略。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
216,FEATURE_Age_Over60||VEH_碰撞时的总重_GEWGES___GT_1497_5||VEH_车宽_BREITE___GT_1800_0||VEH_车高_HOEHE___GT_1495_0,0.03968871595330739,0.8031496062992126,1.2242553310729398,0.007270057078835407,1.7473618677042804,4,age|vehicle_mass|vehicle_size,3,1.0681990041169667,vehicle_geometry_vulnerability,age|vehicle_mass|vehicle_size,vehicle geometry and vulnerability stratification,车辆几何—脆弱性分层轴线，适合作为车辆几何与VRU脆弱性共同出现的风险线索。,Vehicle geometry and vulnerability stratification signal; do not interpret demographic strata as body-size mechanisms.,0
217,VEH_碰撞时的总重_GEWGES___GT_1497_5||性别_GESCHL_3-男性||路灯_STRABEL_0-无路灯,0.038910505836575876,0.7692307692307693,1.1725522401678985,0.00572605187058093,1.4905317769131001,3,bio|light|vehicle_mass,3,1.0681394057014064,vehicle_mass_speed_energy,bio|light|vehicle_mass,vehicle mass-speed energy audit signal,车辆总重—速度能量轴线，适合作为车辆质量/惯性与速度共同作用下的审计级治理线索。,"Vehicle mass-speed energy axis; use as an audit-level signal for vehicle mass/inertia combined with speed exposure, not as crash configuration governance.",0
218,FEATURE_Age_Over60||VEH_碰撞时的总重_GEWGES___GT_1497_5||VEH_车上第一碰撞点Z向坐标_BRPZ___GT_50_0||VEH_车高_HOEHE___GT_1495_0,0.026459143968871595,0.7816091954022989,1.1914208969062325,0.004251086314705749,1.575015359410199,4,age|crash_type|vehicle_mass|vehicle_size,4,1.0676809799297424,vehicle_geometry_vulnerability,age|crash_type|vehicle_mass|vehicle_size,vehicle geometry and vulnerability stratification,车辆几何—脆弱性分层轴线，适合作为车辆几何与VRU脆弱性共同出现的风险线索。,Vehicle geometry and vulnerability stratification signal; do not interpret demographic strata as body-size mechanisms.,0
219,FEATURE_Age_Over60||VEH_碰撞速度_VK___GT_50_0||公路分类_STRKL_1-公路以外的其他道路,0.015175097276264591,0.8478260869565218,1.2923564907937493,0.0034329058729125356,2.2603668704836033,3,age|road_type|speed_vk,3,1.0676543852435083,vulnerability_speed,age|road_type|speed_vk,VRU vulnerability-sensitive speed and crossing protection,易损个体-速度轴线，适合支持老年/体弱VRU高暴露场景下的速度控制、过街保护和预警设施。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
220,VEH_碰撞前的制动距离_WEGV___GT_0_5||VEH_碰撞时的总重_GEWGES___GT_1497_5||VEH_碰撞速度_VK___GT_50_0||VEH_车长_LAENGE___GT_4598_5,0.03073929961089494,0.7669902912621358,1.1691370394683802,0.004447001468606635,1.476199740596627,4,crash_type|speed_vk|vehicle_mass|vehicle_size,4,1.0673402085354669,vehicle_mass_speed_energy,crash_type|speed_vk|vehicle_mass|vehicle_size,vehicle mass-speed energy audit signal,车辆总重—速度能量轴线，适合作为车辆质量/惯性与速度共同作用下的审计级治理线索。,"Vehicle mass-speed energy axis; use as an audit-level signal for vehicle mass/inertia combined with speed exposure, not as crash configuration governance.",0
221,VEH_碰撞前的制动距离_WEGV___GT_0_5||VEH_碰撞速度_VK___GT_50_0||公路分类_STRKL_1-公路以外的其他道路||性别_GESCHL_3-男性,0.021400778210116732,0.7971014492753624,1.215036016985576,0.0037874911050886466,1.6952751528627024,4,bio|crash_type|road_type|speed_vk,4,1.0663700811744317,vulnerability_demographic_speed,bio|crash_type|road_type|speed_vk,demographic speed-risk stratification,个体脆弱性—人口学/速度分层轴线，适合作为速度暴露下的人群分层风险线索，不应解释为体格机制。,Demographic speed-risk stratification signal; do not interpret sex or age strata as body-size mechanisms.,0
222,VEH_碰撞前的制动距离_WEGV___GT_0_5||VEH_碰撞速度_VK___GT_50_0||性别_GESCHL_3-男性||路灯_STRABEL_0-无路灯,0.01556420233463035,0.8163265306122448,1.2443411528312391,0.0030562158397553323,1.872719412019022,4,bio|crash_type|light|speed_vk,4,1.0661532214558558,vulnerability_demographic_speed,bio|crash_type|light|speed_vk,demographic speed-risk stratification,个体脆弱性—人口学/速度分层轴线，适合作为速度暴露下的人群分层风险线索，不应解释为体格机制。,Demographic speed-risk stratification signal; do not interpret sex or age strata as body-size mechanisms.,0
223,FEATURE_Age_Over60||VEH_车上第一碰撞点Y向坐标_BRPY___GT_60_0||公路分类_STRKL_1-公路以外的其他道路||性别_GESCHL_3-男性,0.023346303501945526,0.7894736842105263,1.2034088780670538,0.003946161183363866,1.6338521400778212,4,age|bio|crash_type|road_type,4,1.0652714789417566,vulnerability_demographic,age|bio|crash_type|road_type,individual demographic risk stratification,个体脆弱性—人口学分层轴线，适合作为年龄/性别等人群分层下的风险识别线索，不应解释为体格或可直接干预因素。,Individual vulnerability–demographic stratification axis; use as a demographic risk-stratification cue rather than a directly intervenable body-size mechanism.,0
224,VEH_碰撞速度_VK___GT_50_0||VEH_车上第一碰撞点Z向坐标_BRPZ___GT_50_0||公路分类_STRKL_1-公路以外的其他道路||性别_GESCHL_3-男性,0.023346303501945526,0.7894736842105263,1.2034088780670538,0.003946161183363866,1.6338521400778212,4,bio|crash_type|road_type|speed_vk,4,1.0652714789417566,vulnerability_demographic_speed,bio|crash_type|road_type|speed_vk,demographic speed-risk stratification,个体脆弱性—人口学/速度分层轴线，适合作为速度暴露下的人群分层风险线索，不应解释为体格机制。,Demographic speed-risk stratification signal; do not interpret sex or age strata as body-size mechanisms.,0
225,FEATURE_Age_Over60||VEH_车上第一碰撞点Y向坐标_BRPY___GT_60_0||VEH_车长_LAENGE___GT_4598_5||公路分类_STRKL_1-公路以外的其他道路,0.016731517509727626,0.8113207547169812,1.2367107589695383,0.003202470892821996,1.8230350194552534,4,age|crash_type|road_type|vehicle_size,4,1.0650820163077683,vehicle_geometry_vulnerability,age|crash_type|road_type|vehicle_size,vehicle geometry and vulnerability stratification,车辆几何—脆弱性分层轴线，适合作为车辆几何与VRU脆弱性共同出现的风险线索。,Vehicle geometry and vulnerability stratification signal; do not interpret demographic strata as body-size mechanisms.,0
226,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_碰撞前的制动距离_WEGV___GT_0_5||VEH_碰撞速度_VK___GT_50_0||VEH_车宽_BREITE___GT_1800_0,0.030350194552529183,0.7647058823529412,1.1656548740492638,0.004313161440748538,1.461867704280156,4,crash_type|speed_v0|speed_vk|vehicle_size,4,1.0639015520217256,speed_energy,crash_type|speed_v0|speed_vk|vehicle_size,speed enforcement and conflict-speed management,速度-碰撞能量轴线，适合支持限速、速度执法、冲突区速度管理和碰撞速度降低策略。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
227,VEH_碰撞时的总重_GEWGES___GT_1497_5||路灯_STRABEL_0-无路灯,0.054474708171206226,0.7486631016042781,1.1412005759922863,0.006740147466275034,1.3685569997516351,2,light|vehicle_mass,2,1.0631955005779894,vehicle_mass_speed_energy,light|vehicle_mass,vehicle mass-speed energy audit signal,车辆总重—速度能量轴线，适合作为车辆质量/惯性与速度共同作用下的审计级治理线索。,"Vehicle mass-speed energy axis; use as an audit-level signal for vehicle mass/inertia combined with speed exposure, not as crash configuration governance.",0
228,VEH_碰撞时的总重_GEWGES___GT_1497_5||VEH_碰撞速度_VK___GT_50_0||路灯_STRABEL_0-无路灯,0.024902723735408562,0.8101265822784811,1.2348904605312554,0.004736786325303943,1.8115693904020762,3,light|speed_vk|vehicle_mass,3,1.0625832157055488,vehicle_mass_speed_energy,light|speed_vk|vehicle_mass,vehicle mass-speed energy audit signal,车辆总重—速度能量轴线，适合作为车辆质量/惯性与速度共同作用下的审计级治理线索。,"Vehicle mass-speed energy axis; use as an audit-level signal for vehicle mass/inertia combined with speed exposure, not as crash configuration governance.",0
229,FEATURE_Age_Over60||VEH_碰撞时的总重_GEWGES___GT_1497_5||路灯_STRABEL_0-无路灯,0.020233463035019456,0.8253968253968255,1.2581671656404754,0.0041517661130372925,1.9700035373187132,3,age|light|vehicle_mass,3,1.0623042754080463,vehicle_mass_speed_energy,age|light|vehicle_mass,vehicle mass-speed energy audit signal,车辆总重—速度能量轴线，适合作为车辆质量/惯性与速度共同作用下的审计级治理线索。,"Vehicle mass-speed energy axis; use as an audit-level signal for vehicle mass/inertia combined with speed exposure, not as crash configuration governance.",0
230,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_碰撞前的制动距离_WEGV___GT_0_5||VEH_车长_LAENGE___GT_4598_5||性别_GESCHL_3-男性,0.03813229571984436,0.736842105263158,1.1231816195292503,0.004182046662326459,1.307081712062257,4,bio|crash_type|speed_v0|vehicle_size,4,1.0620491001899977,vulnerability_demographic_speed,bio|crash_type|speed_v0|vehicle_size,demographic speed-risk stratification,个体脆弱性—人口学/速度分层轴线，适合作为速度暴露下的人群分层风险线索，不应解释为体格机制。,Demographic speed-risk stratification signal; do not interpret sex or age strata as body-size mechanisms.,0
231,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_碰撞前的制动距离_WEGV___GT_0_5||VEH_碰撞速度_VK___GT_50_0||公路分类_STRKL_1-公路以外的其他道路,0.026459143968871595,0.7727272727272726,1.1778820230777525,0.003995821284198092,1.5134630350194545,4,crash_type|road_type|speed_v0|speed_vk,4,1.0591524376657726,speed_energy,crash_type|road_type|speed_v0|speed_vk,speed enforcement and conflict-speed management,速度-碰撞能量轴线，适合支持限速、速度执法、冲突区速度管理和碰撞速度降低策略。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
232,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_碰撞速度_VK___GT_50_0||VEH_车宽_BREITE___GT_1800_0||VEH_车高_HOEHE___GT_1495_0,0.041634241245136185,0.7867647058823529,1.1992795338776079,0.00691819709609532,1.6130953978263785,4,speed_v0|speed_vk|vehicle_size,3,1.0586916820953842,speed_energy,speed_v0|speed_vk|vehicle_size,speed enforcement and conflict-speed management,速度-碰撞能量轴线，适合支持限速、速度执法、冲突区速度管理和碰撞速度降低策略。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
233,FEATURE_Age_Over60||VEH_碰撞时的总重_GEWGES___GT_1497_5||VEH_车上第一碰撞点Z向坐标_BRPZ___GT_50_0,0.03735408560311284,0.7741935483870968,1.180117093330272,0.005701221820163818,1.523290717065036,3,age|crash_type|vehicle_mass,3,1.0579241886125463,vehicle_mass_speed_energy,age|crash_type|vehicle_mass,vehicle mass-speed energy audit signal,车辆总重—速度能量轴线，适合作为车辆质量/惯性与速度共同作用下的审计级治理线索。,"Vehicle mass-speed energy axis; use as an audit-level signal for vehicle mass/inertia combined with speed exposure, not as crash configuration governance.",0
234,FEATURE_Age_Over60||VEH_车长_LAENGE___GT_4598_5||公路分类_STRKL_1-公路以外的其他道路||性别_GESCHL_3-男性,0.027237354085603113,0.7608695652173914,1.1598071071225953,0.003752971278899002,1.4384152812168378,4,age|bio|road_type|vehicle_size,4,1.0577567789349853,vehicle_geometry_vulnerability,age|bio|road_type|vehicle_size,vehicle geometry and vulnerability stratification,车辆几何—脆弱性分层轴线，适合作为车辆几何与VRU脆弱性共同出现的风险线索。,Vehicle geometry and vulnerability stratification signal; do not interpret demographic strata as body-size mechanisms.,0
235,FEATURE_Age_Over60||VEH_碰撞时的总重_GEWGES___GT_1497_5||VEH_车高_HOEHE___GT_1495_0||公路分类_STRKL_1-公路以外的其他道路,0.023735408560311283,0.7721518987341772,1.1770049701938525,0.0035694711502066642,1.509641158668396,4,age|road_type|vehicle_mass|vehicle_size,4,1.0573840024693508,vehicle_geometry_vulnerability,age|road_type|vehicle_mass|vehicle_size,vehicle geometry and vulnerability stratification,车辆几何—脆弱性分层轴线，适合作为车辆几何与VRU脆弱性共同出现的风险线索。,Vehicle geometry and vulnerability stratification signal; do not interpret demographic strata as body-size mechanisms.,0
236,FEATURE_Age_Over60||VEH_车上第一碰撞点Y向坐标_BRPY___GT_60_0||VEH_车宽_BREITE___GT_1800_0||VEH_车长_LAENGE___GT_4598_5,0.022957198443579768,0.8550724637681161,1.3034022727663455,0.005343911338551683,2.3733852140077842,4,age|crash_type|vehicle_size,3,1.0570151779871173,vehicle_geometry_vulnerability,age|crash_type|vehicle_size,vehicle geometry and vulnerability stratification,车辆几何—脆弱性分层轴线，适合作为车辆几何与VRU脆弱性共同出现的风险线索。,Vehicle geometry and vulnerability stratification signal; do not interpret demographic strata as body-size mechanisms.,0
237,FEATURE_Age_Over60||VEH_碰撞时的总重_GEWGES___GT_1497_5||VEH_车上第一碰撞点Z向坐标_BRPZ___GT_50_0||公路分类_STRKL_1-公路以外的其他道路,0.019455252918287938,0.7936507936507937,1.2097761208081494,0.0033735559963057743,1.666926070038911,4,age|crash_type|road_type|vehicle_mass,4,1.0568310340461982,vehicle_mass_speed_energy,age|crash_type|road_type|vehicle_mass,vehicle mass-speed energy audit signal,车辆总重—速度能量轴线，适合作为车辆质量/惯性与速度共同作用下的审计级治理线索。,"Vehicle mass-speed energy axis; use as an audit-level signal for vehicle mass/inertia combined with speed exposure, not as crash configuration governance.",0
238,FEATURE_Age_Over60||VEH_车上第一碰撞点Y向坐标_BRPY___GT_60_0||VEH_车宽_BREITE___GT_1800_0||VEH_车高_HOEHE___GT_1495_0,0.021400778210116732,0.859375,1.3099607058125742,0.005063816257626912,2.4460008646779077,4,age|crash_type|vehicle_size,3,1.0561659867136548,vehicle_geometry_vulnerability,age|crash_type|vehicle_size,vehicle geometry and vulnerability stratification,车辆几何—脆弱性分层轴线，适合作为车辆几何与VRU脆弱性共同出现的风险线索。,Vehicle geometry and vulnerability stratification signal; do not interpret demographic strata as body-size mechanisms.,0
239,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_碰撞前的制动距离_WEGV___GT_0_5||VEH_碰撞速度_VK___GT_50_0||VEH_车长_LAENGE___GT_4598_5,0.03463035019455253,0.7416666666666667,1.1305357848952156,0.003998546533634122,1.331492406175474,4,crash_type|speed_v0|speed_vk|vehicle_size,4,1.0554754836118918,speed_energy,crash_type|speed_v0|speed_vk|vehicle_size,speed enforcement and conflict-speed management,速度-碰撞能量轴线，适合支持限速、速度执法、冲突区速度管理和碰撞速度降低策略。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
240,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_碰撞前的制动距离_WEGV___GT_0_5||性别_GESCHL_3-男性||路灯_STRABEL_0-无路灯,0.017120622568093387,0.8,1.2194543297746145,0.003081045890172449,1.719844357976654,4,bio|crash_type|light|speed_v0,4,1.055456810723237,vulnerability_demographic_speed,bio|crash_type|light|speed_v0,demographic speed-risk stratification,个体脆弱性—人口学/速度分层轴线，适合作为速度暴露下的人群分层风险线索，不应解释为体格机制。,Demographic speed-risk stratification signal; do not interpret sex or age strata as body-size mechanisms.,0
241,FEATURE_Age_Over60||VEH_碰撞速度_VK___GT_50_0||VEH_车上第一碰撞点Z向坐标_BRPZ___GT_50_0||性别_GESCHL_3-男性,0.017120622568093387,0.8,1.2194543297746145,0.003081045890172449,1.719844357976654,4,age|bio|crash_type|speed_vk,4,1.055456810723237,vulnerability_speed,age|bio|crash_type|speed_vk,VRU vulnerability-sensitive speed and crossing protection,易损个体-速度轴线，适合支持老年/体弱VRU高暴露场景下的速度控制、过街保护和预警设施。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
242,FEATURE_Age_Over60||VEH_碰撞速度_VK___GT_50_0||VEH_车上第一碰撞点Y向坐标_BRPY___GT_60_0,0.0178988326848249,0.8363636363636363,1.2748840720370969,0.0038592560069039637,2.102031993082576,3,age|crash_type|speed_vk,3,1.0553639384833842,vulnerability_speed,age|crash_type|speed_vk,VRU vulnerability-sensitive speed and crossing protection,易损个体-速度轴线，适合支持老年/体弱VRU高暴露场景下的速度控制、过街保护和预警设施。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
243,FEATURE_Age_Over60||VEH_车上第一碰撞点Y向坐标_BRPY___GT_60_0||VEH_车长_LAENGE___GT_4598_5,0.0311284046692607,0.7920792079207921,1.2073805245293212,0.0053466365879877055,1.6543264776727815,3,age|crash_type|vehicle_size,3,1.0551760617786028,vehicle_geometry_vulnerability,age|crash_type|vehicle_size,vehicle geometry and vulnerability stratification,车辆几何—脆弱性分层轴线，适合作为车辆几何与VRU脆弱性共同出现的风险线索。,Vehicle geometry and vulnerability stratification signal; do not interpret demographic strata as body-size mechanisms.,0
244,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_碰撞速度_VK___GT_50_0||VEH_车长_LAENGE___GT_4598_5||公路分类_STRKL_1-公路以外的其他道路,0.03346303501945525,0.7350427350427351,1.1204388072715477,0.003597026450059805,1.2982050960210871,4,road_type|speed_v0|speed_vk|vehicle_size,4,1.052879686329982,speed_energy,road_type|speed_v0|speed_vk|vehicle_size,speed enforcement and conflict-speed management,速度-碰撞能量轴线，适合支持限速、速度执法、冲突区速度管理和碰撞速度降低策略。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
245,FEATURE_Age_Over60||VEH_车上第一碰撞点Z向坐标_BRPZ___GT_50_0||VEH_车长_LAENGE___GT_4598_5,0.03501945525291829,0.7758620689655172,1.1826604491348631,0.0054087117140304945,1.5346303501945524,3,age|crash_type|vehicle_size,3,1.0520555075149467,vehicle_geometry_vulnerability,age|crash_type|vehicle_size,vehicle geometry and vulnerability stratification,车辆几何—脆弱性分层轴线，适合作为车辆几何与VRU脆弱性共同出现的风险线索。,Vehicle geometry and vulnerability stratification signal; do not interpret demographic strata as body-size mechanisms.,0
246,VEH_碰撞速度_VK___GT_50_0||VEH_车上第一碰撞点Z向坐标_BRPZ___GT_50_0||VEH_车高_HOEHE___GT_1495_0||公路分类_STRKL_1-公路以外的其他道路,0.0178988326848249,0.793103448275862,1.2089417924489712,0.0030934609153810046,1.6625162127107647,4,crash_type|road_type|speed_vk|vehicle_size,4,1.0513249208682836,road_speed_environment,crash_type|road_type|speed_vk|vehicle_size,"road-space, intersection, and lane organization governance",道路环境-速度轴线，适合支持普通路段、交叉口/路段过渡区、车道组织和VRU通行空间治理。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
247,FEATURE_Age_Over60||VEH_车宽_BREITE___GT_1800_0||VEH_车高_HOEHE___GT_1495_0,0.04708171206225681,0.7960526315789473,1.2134372853842792,0.008281427425093489,1.6865570478222667,3,age|vehicle_size,2,1.0500419805658825,vehicle_geometry_vulnerability,age|vehicle_size,vehicle geometry and vulnerability stratification,车辆几何—脆弱性分层轴线，适合作为车辆几何与VRU脆弱性共同出现的风险线索。,Vehicle geometry and vulnerability stratification signal; do not interpret demographic strata as body-size mechanisms.,0
248,VEH_碰撞速度_VK___GT_50_0||VEH_车长_LAENGE___GT_4598_5||公路分类_STRKL_1-公路以外的其他道路||性别_GESCHL_3-男性,0.027237354085603113,0.7526881720430108,1.1473360629599867,0.0034977062483913454,1.3908306547115548,4,bio|road_type|speed_vk|vehicle_size,4,1.049900894570888,vulnerability_demographic_speed,bio|road_type|speed_vk|vehicle_size,demographic speed-risk stratification,个体脆弱性—人口学/速度分层轴线，适合作为速度暴露下的人群分层风险线索，不应解释为体格机制。,Demographic speed-risk stratification signal; do not interpret sex or age strata as body-size mechanisms.,0
249,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_碰撞前的制动距离_WEGV___GT_0_5||VEH_车宽_BREITE___GT_1800_0||性别_GESCHL_3-男性,0.03463035019455253,0.7355371900826447,1.1211925139456684,0.0037432815031264687,1.3006322957198448,4,bio|crash_type|speed_v0|vehicle_size,4,1.0495898773061954,vulnerability_demographic_speed,bio|crash_type|speed_v0|vehicle_size,demographic speed-risk stratification,个体脆弱性—人口学/速度分层轴线，适合作为速度暴露下的人群分层风险线索，不应解释为体格机制。,Demographic speed-risk stratification signal; do not interpret sex or age strata as body-size mechanisms.,0
250,VEH_碰撞前的制动距离_WEGV___GT_0_5||VEH_碰撞速度_VK___GT_50_0||VEH_车宽_BREITE___GT_1800_0,0.0377431906614786,0.7637795275590551,1.164242814843874,0.005324531787006613,1.4561348897535666,3,crash_type|speed_vk|vehicle_size,3,1.0491696411700564,vehicle_geometry_interaction,crash_type|speed_vk|vehicle_size,"vehicle geometry, blind-zone, and VRU protection design",车辆几何-VRU交互轴线，适合支持车辆前端几何、盲区、车辆类型和VRU保护设计讨论。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
251,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_碰撞时的总重_GEWGES___GT_1497_5||VEH_车宽_BREITE___GT_1800_0||公路分类_STRKL_1-公路以外的其他道路,0.03501945525291829,0.7258064516129032,1.1063597749971301,0.003366591469969267,1.2544747081712064,4,road_type|speed_v0|vehicle_mass|vehicle_size,4,1.0489914268242622,vehicle_mass_speed_energy,road_type|speed_v0|vehicle_mass|vehicle_size,vehicle mass-speed energy audit signal,车辆总重—速度能量轴线，适合作为车辆质量/惯性与速度共同作用下的审计级治理线索。,"Vehicle mass-speed energy axis; use as an audit-level signal for vehicle mass/inertia combined with speed exposure, not as crash configuration governance.",0
252,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_车上第一碰撞点Z向坐标_BRPZ___GT_50_0||VEH_车高_HOEHE___GT_1495_0,0.047470817120622566,0.7305389221556885,1.113573564614543,0.004841557025844441,1.2765067012537823,3,crash_type|speed_v0|vehicle_size,3,1.0483799670139207,vehicle_geometry_interaction,crash_type|speed_v0|vehicle_size,"vehicle geometry, blind-zone, and VRU protection design",车辆几何-VRU交互轴线，适合支持车辆前端几何、盲区、车辆类型和VRU保护设计讨论。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
253,VEH_碰撞速度_VK___GT_50_0||VEH_车宽_BREITE___GT_1800_0||VEH_车高_HOEHE___GT_1495_0||公路分类_STRKL_1-公路以外的其他道路,0.023735408560311283,0.8356164383561644,1.2737451047303336,0.005101061333252586,2.092477302204929,4,road_type|speed_vk|vehicle_size,3,1.048323511653709,road_speed_environment,road_type|speed_vk|vehicle_size,"road-space, intersection, and lane organization governance",道路环境-速度轴线，适合支持普通路段、交叉口/路段过渡区、车道组织和VRU通行空间治理。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
254,FEATURE_Age_Over60||VEH_碰撞时的总重_GEWGES___GT_1497_5||VEH_车上第一碰撞点Y向坐标_BRPY___GT_60_0,0.0311284046692607,0.7843137254901962,1.1955434605633477,0.005091371557480056,1.594764768305625,3,age|crash_type|vehicle_mass,3,1.0477195405351032,vehicle_mass_speed_energy,age|crash_type|vehicle_mass,vehicle mass-speed energy audit signal,车辆总重—速度能量轴线，适合作为车辆质量/惯性与速度共同作用下的审计级治理线索。,"Vehicle mass-speed energy axis; use as an audit-level signal for vehicle mass/inertia combined with speed exposure, not as crash configuration governance.",0
