Position,Train_Raw_Column,Test_Raw_Column,Train_Sanitized_Column,Test_Sanitized_Column,Feature_Kind,Status
1094,VEH_车辆颜色(FARBE)_7-灰色,VEH_车辆颜色(FARBE)_7-灰色,VEH_车辆颜色_FARBE_7-灰色,VEH_车辆颜色_FARBE_7-灰色,categorical_dummy_or_binary,aligned
1095,VEH_车辆颜色(FARBE)_9-棕色,VEH_车辆颜色(FARBE)_9-棕色,VEH_车辆颜色_FARBE_9-棕色,VEH_车辆颜色_FARBE_9-棕色,categorical_dummy_or_binary,aligned
1096,VEH_车辆颜色(FARBE)_MISSING_OR_UNKNOWN,VEH_车辆颜色(FARBE)_MISSING_OR_UNKNOWN,VEH_车辆颜色_FARBE_MISSING_OR_UNKNOWN,VEH_车辆颜色_FARBE_MISSING_OR_UNKNOWN,categorical_dummy_or_binary,aligned
1097,VEH_左/右舵驾驶(LENKER)_3-左座驾驶车辆,VEH_左/右舵驾驶(LENKER)_3-左座驾驶车辆,VEH_左/右舵驾驶_LENKER_3-左座驾驶车辆,VEH_左/右舵驾驶_LENKER_3-左座驾驶车辆,categorical_dummy_or_binary,aligned
1098,VEH_左/右舵驾驶(LENKER)_MISSING_OR_UNKNOWN,VEH_左/右舵驾驶(LENKER)_MISSING_OR_UNKNOWN,VEH_左/右舵驾驶_LENKER_MISSING_OR_UNKNOWN,VEH_左/右舵驾驶_LENKER_MISSING_OR_UNKNOWN,categorical_dummy_or_binary,aligned
1099,VEH_车门数量(TUEREN)_2-2,VEH_车门数量(TUEREN)_2-2,VEH_车门数量_TUEREN_2-2,VEH_车门数量_TUEREN_2-2,categorical_dummy_or_binary,aligned
1100,VEH_车门数量(TUEREN)_4-4,VEH_车门数量(TUEREN)_4-4,VEH_车门数量_TUEREN_4-4,VEH_车门数量_TUEREN_4-4,categorical_dummy_or_binary,aligned
1101,VEH_车门数量(TUEREN)_5-5,VEH_车门数量(TUEREN)_5-5,VEH_车门数量_TUEREN_5-5,VEH_车门数量_TUEREN_5-5,categorical_dummy_or_binary,aligned
1102,VEH_车门数量(TUEREN)_MISSING_OR_UNKNOWN,VEH_车门数量(TUEREN)_MISSING_OR_UNKNOWN,VEH_车门数量_TUEREN_MISSING_OR_UNKNOWN,VEH_车门数量_TUEREN_MISSING_OR_UNKNOWN,categorical_dummy_or_binary,aligned
1103,VEH_车轴数(ACHSEN)_2-2,VEH_车轴数(ACHSEN)_2-2,VEH_车轴数_ACHSEN_2-2,VEH_车轴数_ACHSEN_2-2,categorical_dummy_or_binary,aligned
1104,VEH_车轴数(ACHSEN)_4-4,VEH_车轴数(ACHSEN)_4-4,VEH_车轴数_ACHSEN_4-4,VEH_车轴数_ACHSEN_4-4,categorical_dummy_or_binary,aligned
1105,VEH_车轴数(ACHSEN)_MISSING_OR_UNKNOWN,VEH_车轴数(ACHSEN)_MISSING_OR_UNKNOWN,VEH_车轴数_ACHSEN_MISSING_OR_UNKNOWN,VEH_车轴数_ACHSEN_MISSING_OR_UNKNOWN,categorical_dummy_or_binary,aligned
1106,VEH_车辆轮胎数(VEHTIRENO)_2-2,VEH_车辆轮胎数(VEHTIRENO)_2-2,VEH_车辆轮胎数_VEHTIRENO_2-2,VEH_车辆轮胎数_VEHTIRENO_2-2,categorical_dummy_or_binary,aligned
1107,VEH_车辆轮胎数(VEHTIRENO)_4-4,VEH_车辆轮胎数(VEHTIRENO)_4-4,VEH_车辆轮胎数_VEHTIRENO_4-4,VEH_车辆轮胎数_VEHTIRENO_4-4,categorical_dummy_or_binary,aligned
1108,VEH_车辆轮胎数(VEHTIRENO)_MISSING_OR_UNKNOWN,VEH_车辆轮胎数(VEHTIRENO)_MISSING_OR_UNKNOWN,VEH_车辆轮胎数_VEHTIRENO_MISSING_OR_UNKNOWN,VEH_车辆轮胎数_VEHTIRENO_MISSING_OR_UNKNOWN,categorical_dummy_or_binary,aligned
1109,VEH_特殊轮胎(ZBREIF)_1-是,VEH_特殊轮胎(ZBREIF)_1-是,VEH_特殊轮胎_ZBREIF_1-是,VEH_特殊轮胎_ZBREIF_1-是,categorical_dummy_or_binary,aligned
1110,VEH_特殊轮胎(ZBREIF)_2-否,VEH_特殊轮胎(ZBREIF)_2-否,VEH_特殊轮胎_ZBREIF_2-否,VEH_特殊轮胎_ZBREIF_2-否,categorical_dummy_or_binary,aligned
1111,VEH_特殊轮胎(ZBREIF)_MISSING_OR_UNKNOWN,VEH_特殊轮胎(ZBREIF)_MISSING_OR_UNKNOWN,VEH_特殊轮胎_ZBREIF_MISSING_OR_UNKNOWN,VEH_特殊轮胎_ZBREIF_MISSING_OR_UNKNOWN,categorical_dummy_or_binary,aligned
1112,VEH_前防撞栏(FSCHB)_2-无,VEH_前防撞栏(FSCHB)_2-无,VEH_前防撞栏_FSCHB_2-无,VEH_前防撞栏_FSCHB_2-无,categorical_dummy_or_binary,aligned
1113,VEH_前防撞栏(FSCHB)_3-金属,VEH_前防撞栏(FSCHB)_3-金属,VEH_前防撞栏_FSCHB_3-金属,VEH_前防撞栏_FSCHB_3-金属,categorical_dummy_or_binary,aligned
1114,VEH_前防撞栏(FSCHB)_4-软材料,VEH_前防撞栏(FSCHB)_4-软材料,VEH_前防撞栏_FSCHB_4-软材料,VEH_前防撞栏_FSCHB_4-软材料,categorical_dummy_or_binary,aligned
1115,VEH_前防撞栏(FSCHB)_MISSING_OR_UNKNOWN,VEH_前防撞栏(FSCHB)_MISSING_OR_UNKNOWN,VEH_前防撞栏_FSCHB_MISSING_OR_UNKNOWN,VEH_前防撞栏_FSCHB_MISSING_OR_UNKNOWN,categorical_dummy_or_binary,aligned
1116,VEH_NEDC续航里程(MILEAGE)_0,VEH_NEDC续航里程(MILEAGE)_0,VEH_NEDC续航里程_MILEAGE_0,VEH_NEDC续航里程_MILEAGE_0,categorical_dummy_or_binary,aligned
1117,VEH_NEDC续航里程(MILEAGE)_0-不适用,VEH_NEDC续航里程(MILEAGE)_0-不适用,VEH_NEDC续航里程_MILEAGE_0-不适用,VEH_NEDC续航里程_MILEAGE_0-不适用,categorical_dummy_or_binary,aligned
1118,VEH_NEDC续航里程(MILEAGE)_100,VEH_NEDC续航里程(MILEAGE)_100,VEH_NEDC续航里程_MILEAGE_100,VEH_NEDC续航里程_MILEAGE_100,categorical_dummy_or_binary,aligned
1119,VEH_NEDC续航里程(MILEAGE)_120,VEH_NEDC续航里程(MILEAGE)_120,VEH_NEDC续航里程_MILEAGE_120,VEH_NEDC续航里程_MILEAGE_120,categorical_dummy_or_binary,aligned
1120,VEH_NEDC续航里程(MILEAGE)_188,VEH_NEDC续航里程(MILEAGE)_188,VEH_NEDC续航里程_MILEAGE_188,VEH_NEDC续航里程_MILEAGE_188,categorical_dummy_or_binary,aligned
1121,VEH_NEDC续航里程(MILEAGE)_200,VEH_NEDC续航里程(MILEAGE)_200,VEH_NEDC续航里程_MILEAGE_200,VEH_NEDC续航里程_MILEAGE_200,categorical_dummy_or_binary,aligned
1122,VEH_NEDC续航里程(MILEAGE)_252,VEH_NEDC续航里程(MILEAGE)_252,VEH_NEDC续航里程_MILEAGE_252,VEH_NEDC续航里程_MILEAGE_252,categorical_dummy_or_binary,aligned
1123,VEH_NEDC续航里程(MILEAGE)_253,VEH_NEDC续航里程(MILEAGE)_253,VEH_NEDC续航里程_MILEAGE_253,VEH_NEDC续航里程_MILEAGE_253,categorical_dummy_or_binary,aligned
1124,VEH_NEDC续航里程(MILEAGE)_300,VEH_NEDC续航里程(MILEAGE)_300,VEH_NEDC续航里程_MILEAGE_300,VEH_NEDC续航里程_MILEAGE_300,categorical_dummy_or_binary,aligned
1125,VEH_NEDC续航里程(MILEAGE)_302,VEH_NEDC续航里程(MILEAGE)_302,VEH_NEDC续航里程_MILEAGE_302,VEH_NEDC续航里程_MILEAGE_302,categorical_dummy_or_binary,aligned
1126,VEH_NEDC续航里程(MILEAGE)_330,VEH_NEDC续航里程(MILEAGE)_330,VEH_NEDC续航里程_MILEAGE_330,VEH_NEDC续航里程_MILEAGE_330,categorical_dummy_or_binary,aligned
1127,VEH_NEDC续航里程(MILEAGE)_36,VEH_NEDC续航里程(MILEAGE)_36,VEH_NEDC续航里程_MILEAGE_36,VEH_NEDC续航里程_MILEAGE_36,categorical_dummy_or_binary,aligned
1128,VEH_NEDC续航里程(MILEAGE)_400,VEH_NEDC续航里程(MILEAGE)_400,VEH_NEDC续航里程_MILEAGE_400,VEH_NEDC续航里程_MILEAGE_400,categorical_dummy_or_binary,aligned
1129,VEH_NEDC续航里程(MILEAGE)_401,VEH_NEDC续航里程(MILEAGE)_401,VEH_NEDC续航里程_MILEAGE_401,VEH_NEDC续航里程_MILEAGE_401,categorical_dummy_or_binary,aligned
1130,VEH_NEDC续航里程(MILEAGE)_405,VEH_NEDC续航里程(MILEAGE)_405,VEH_NEDC续航里程_MILEAGE_405,VEH_NEDC续航里程_MILEAGE_405,categorical_dummy_or_binary,aligned
1131,VEH_NEDC续航里程(MILEAGE)_407,VEH_NEDC续航里程(MILEAGE)_407,VEH_NEDC续航里程_MILEAGE_407,VEH_NEDC续航里程_MILEAGE_407,categorical_dummy_or_binary,aligned
1132,VEH_NEDC续航里程(MILEAGE)_412,VEH_NEDC续航里程(MILEAGE)_412,VEH_NEDC续航里程_MILEAGE_412,VEH_NEDC续航里程_MILEAGE_412,categorical_dummy_or_binary,aligned
1133,VEH_NEDC续航里程(MILEAGE)_415,VEH_NEDC续航里程(MILEAGE)_415,VEH_NEDC续航里程_MILEAGE_415,VEH_NEDC续航里程_MILEAGE_415,categorical_dummy_or_binary,aligned
1134,VEH_NEDC续航里程(MILEAGE)_423,VEH_NEDC续航里程(MILEAGE)_423,VEH_NEDC续航里程_MILEAGE_423,VEH_NEDC续航里程_MILEAGE_423,categorical_dummy_or_binary,aligned
1135,VEH_NEDC续航里程(MILEAGE)_430,VEH_NEDC续航里程(MILEAGE)_430,VEH_NEDC续航里程_MILEAGE_430,VEH_NEDC续航里程_MILEAGE_430,categorical_dummy_or_binary,aligned
1136,VEH_NEDC续航里程(MILEAGE)_501,VEH_NEDC续航里程(MILEAGE)_501,VEH_NEDC续航里程_MILEAGE_501,VEH_NEDC续航里程_MILEAGE_501,categorical_dummy_or_binary,aligned
1137,VEH_NEDC续航里程(MILEAGE)_54,VEH_NEDC续航里程(MILEAGE)_54,VEH_NEDC续航里程_MILEAGE_54,VEH_NEDC续航里程_MILEAGE_54,categorical_dummy_or_binary,aligned
1138,VEH_NEDC续航里程(MILEAGE)_550,VEH_NEDC续航里程(MILEAGE)_550,VEH_NEDC续航里程_MILEAGE_550,VEH_NEDC续航里程_MILEAGE_550,categorical_dummy_or_binary,aligned
1139,VEH_NEDC续航里程(MILEAGE)_556,VEH_NEDC续航里程(MILEAGE)_556,VEH_NEDC续航里程_MILEAGE_556,VEH_NEDC续航里程_MILEAGE_556,categorical_dummy_or_binary,aligned
1140,VEH_NEDC续航里程(MILEAGE)_99999,VEH_NEDC续航里程(MILEAGE)_99999,VEH_NEDC续航里程_MILEAGE_99999,VEH_NEDC续航里程_MILEAGE_99999,categorical_dummy_or_binary,aligned
1141,VEH_NEDC续航里程(MILEAGE)_MISSING_OR_UNKNOWN,VEH_NEDC续航里程(MILEAGE)_MISSING_OR_UNKNOWN,VEH_NEDC续航里程_MILEAGE_MISSING_OR_UNKNOWN,VEH_NEDC续航里程_MILEAGE_MISSING_OR_UNKNOWN,categorical_dummy_or_binary,aligned
1142,VEH_动力电池容量(BATPOW)_0,VEH_动力电池容量(BATPOW)_0,VEH_动力电池容量_BATPOW_0,VEH_动力电池容量_BATPOW_0,categorical_dummy_or_binary,aligned
1143,VEH_动力电池容量(BATPOW)_0-不适用,VEH_动力电池容量(BATPOW)_0-不适用,VEH_动力电池容量_BATPOW_0-不适用,VEH_动力电池容量_BATPOW_0-不适用,categorical_dummy_or_binary,aligned
1144,VEH_动力电池容量(BATPOW)_100,VEH_动力电池容量(BATPOW)_100,VEH_动力电池容量_BATPOW_100,VEH_动力电池容量_BATPOW_100,categorical_dummy_or_binary,aligned
1145,VEH_动力电池容量(BATPOW)_11.9,VEH_动力电池容量(BATPOW)_11.9,VEH_动力电池容量_BATPOW_11.9,VEH_动力电池容量_BATPOW_11.9,categorical_dummy_or_binary,aligned
1146,VEH_动力电池容量(BATPOW)_129.5,VEH_动力电池容量(BATPOW)_129.5,VEH_动力电池容量_BATPOW_129.5,VEH_动力电池容量_BATPOW_129.5,categorical_dummy_or_binary,aligned
1147,VEH_动力电池容量(BATPOW)_15.5,VEH_动力电池容量(BATPOW)_15.5,VEH_动力电池容量_BATPOW_15.5,VEH_动力电池容量_BATPOW_15.5,categorical_dummy_or_binary,aligned
1148,VEH_动力电池容量(BATPOW)_150,VEH_动力电池容量(BATPOW)_150,VEH_动力电池容量_BATPOW_150,VEH_动力电池容量_BATPOW_150,categorical_dummy_or_binary,aligned
1149,VEH_动力电池容量(BATPOW)_18.32,VEH_动力电池容量(BATPOW)_18.32,VEH_动力电池容量_BATPOW_18.32,VEH_动力电池容量_BATPOW_18.32,categorical_dummy_or_binary,aligned
1150,VEH_动力电池容量(BATPOW)_29.13,VEH_动力电池容量(BATPOW)_29.13,VEH_动力电池容量_BATPOW_29.13,VEH_动力电池容量_BATPOW_29.13,categorical_dummy_or_binary,aligned
1151,VEH_动力电池容量(BATPOW)_30,VEH_动力电池容量(BATPOW)_30,VEH_动力电池容量_BATPOW_30,VEH_动力电池容量_BATPOW_30,categorical_dummy_or_binary,aligned
1152,VEH_动力电池容量(BATPOW)_40.5,VEH_动力电池容量(BATPOW)_40.5,VEH_动力电池容量_BATPOW_40.5,VEH_动力电池容量_BATPOW_40.5,categorical_dummy_or_binary,aligned
1153,VEH_动力电池容量(BATPOW)_45.3,VEH_动力电池容量(BATPOW)_45.3,VEH_动力电池容量_BATPOW_45.3,VEH_动力电池容量_BATPOW_45.3,categorical_dummy_or_binary,aligned
1154,VEH_动力电池容量(BATPOW)_45.8,VEH_动力电池容量(BATPOW)_45.8,VEH_动力电池容量_BATPOW_45.8,VEH_动力电池容量_BATPOW_45.8,categorical_dummy_or_binary,aligned
1155,VEH_动力电池容量(BATPOW)_47.78,VEH_动力电池容量(BATPOW)_47.78,VEH_动力电池容量_BATPOW_47.78,VEH_动力电池容量_BATPOW_47.78,categorical_dummy_or_binary,aligned
1156,VEH_动力电池容量(BATPOW)_48.6,VEH_动力电池容量(BATPOW)_48.6,VEH_动力电池容量_BATPOW_48.6,VEH_动力电池容量_BATPOW_48.6,categorical_dummy_or_binary,aligned
1157,VEH_动力电池容量(BATPOW)_50,VEH_动力电池容量(BATPOW)_50,VEH_动力电池容量_BATPOW_50,VEH_动力电池容量_BATPOW_50,categorical_dummy_or_binary,aligned
1158,VEH_动力电池容量(BATPOW)_50.3,VEH_动力电池容量(BATPOW)_50.3,VEH_动力电池容量_BATPOW_50.3,VEH_动力电池容量_BATPOW_50.3,categorical_dummy_or_binary,aligned
1159,VEH_动力电池容量(BATPOW)_51,VEH_动力电池容量(BATPOW)_51,VEH_动力电池容量_BATPOW_51,VEH_动力电池容量_BATPOW_51,categorical_dummy_or_binary,aligned
1160,VEH_动力电池容量(BATPOW)_51.2,VEH_动力电池容量(BATPOW)_51.2,VEH_动力电池容量_BATPOW_51.2,VEH_动力电池容量_BATPOW_51.2,categorical_dummy_or_binary,aligned
1161,VEH_动力电池容量(BATPOW)_51.8,VEH_动力电池容量(BATPOW)_51.8,VEH_动力电池容量_BATPOW_51.8,VEH_动力电池容量_BATPOW_51.8,categorical_dummy_or_binary,aligned
1162,VEH_动力电池容量(BATPOW)_52,VEH_动力电池容量(BATPOW)_52,VEH_动力电池容量_BATPOW_52,VEH_动力电池容量_BATPOW_52,categorical_dummy_or_binary,aligned
1163,VEH_动力电池容量(BATPOW)_52.56,VEH_动力电池容量(BATPOW)_52.56,VEH_动力电池容量_BATPOW_52.56,VEH_动力电池容量_BATPOW_52.56,categorical_dummy_or_binary,aligned
1164,VEH_动力电池容量(BATPOW)_53,VEH_动力电池容量(BATPOW)_53,VEH_动力电池容量_BATPOW_53,VEH_动力电池容量_BATPOW_53,categorical_dummy_or_binary,aligned
1165,VEH_动力电池容量(BATPOW)_53.1,VEH_动力电池容量(BATPOW)_53.1,VEH_动力电池容量_BATPOW_53.1,VEH_动力电池容量_BATPOW_53.1,categorical_dummy_or_binary,aligned
1166,VEH_动力电池容量(BATPOW)_53.59,VEH_动力电池容量(BATPOW)_53.59,VEH_动力电池容量_BATPOW_53.59,VEH_动力电池容量_BATPOW_53.59,categorical_dummy_or_binary,aligned
1167,VEH_动力电池容量(BATPOW)_60,VEH_动力电池容量(BATPOW)_60,VEH_动力电池容量_BATPOW_60,VEH_动力电池容量_BATPOW_60,categorical_dummy_or_binary,aligned
1168,VEH_动力电池容量(BATPOW)_99999,VEH_动力电池容量(BATPOW)_99999,VEH_动力电池容量_BATPOW_99999,VEH_动力电池容量_BATPOW_99999,categorical_dummy_or_binary,aligned
1169,VEH_动力电池容量(BATPOW)_MISSING_OR_UNKNOWN,VEH_动力电池容量(BATPOW)_MISSING_OR_UNKNOWN,VEH_动力电池容量_BATPOW_MISSING_OR_UNKNOWN,VEH_动力电池容量_BATPOW_MISSING_OR_UNKNOWN,categorical_dummy_or_binary,aligned
1170,VEH_直流最大充电电压(DCCHV)_0,VEH_直流最大充电电压(DCCHV)_0,VEH_直流最大充电电压_DCCHV_0,VEH_直流最大充电电压_DCCHV_0,categorical_dummy_or_binary,aligned
1171,VEH_直流最大充电电压(DCCHV)_0-不适用,VEH_直流最大充电电压(DCCHV)_0-不适用,VEH_直流最大充电电压_DCCHV_0-不适用,VEH_直流最大充电电压_DCCHV_0-不适用,categorical_dummy_or_binary,aligned
1172,VEH_直流最大充电电压(DCCHV)_296,VEH_直流最大充电电压(DCCHV)_296,VEH_直流最大充电电压_DCCHV_296,VEH_直流最大充电电压_DCCHV_296,categorical_dummy_or_binary,aligned
1173,VEH_直流最大充电电压(DCCHV)_350,VEH_直流最大充电电压(DCCHV)_350,VEH_直流最大充电电压_DCCHV_350,VEH_直流最大充电电压_DCCHV_350,categorical_dummy_or_binary,aligned
1174,VEH_直流最大充电电压(DCCHV)_350.4,VEH_直流最大充电电压(DCCHV)_350.4,VEH_直流最大充电电压_DCCHV_350.4,VEH_直流最大充电电压_DCCHV_350.4,categorical_dummy_or_binary,aligned
1175,VEH_直流最大充电电压(DCCHV)_352,VEH_直流最大充电电压(DCCHV)_352,VEH_直流最大充电电压_DCCHV_352,VEH_直流最大充电电压_DCCHV_352,categorical_dummy_or_binary,aligned
1176,VEH_直流最大充电电压(DCCHV)_359.66,VEH_直流最大充电电压(DCCHV)_359.66,VEH_直流最大充电电压_DCCHV_359.66,VEH_直流最大充电电压_DCCHV_359.66,categorical_dummy_or_binary,aligned
1177,VEH_直流最大充电电压(DCCHV)_364.8,VEH_直流最大充电电压(DCCHV)_364.8,VEH_直流最大充电电压_DCCHV_364.8,VEH_直流最大充电电压_DCCHV_364.8,categorical_dummy_or_binary,aligned
1178,VEH_直流最大充电电压(DCCHV)_371,VEH_直流最大充电电压(DCCHV)_371,VEH_直流最大充电电压_DCCHV_371,VEH_直流最大充电电压_DCCHV_371,categorical_dummy_or_binary,aligned
1179,VEH_直流最大充电电压(DCCHV)_384,VEH_直流最大充电电压(DCCHV)_384,VEH_直流最大充电电压_DCCHV_384,VEH_直流最大充电电压_DCCHV_384,categorical_dummy_or_binary,aligned
1180,VEH_直流最大充电电压(DCCHV)_99999,VEH_直流最大充电电压(DCCHV)_99999,VEH_直流最大充电电压_DCCHV_99999,VEH_直流最大充电电压_DCCHV_99999,categorical_dummy_or_binary,aligned
1181,VEH_直流最大充电电压(DCCHV)_MISSING_OR_UNKNOWN,VEH_直流最大充电电压(DCCHV)_MISSING_OR_UNKNOWN,VEH_直流最大充电电压_DCCHV_MISSING_OR_UNKNOWN,VEH_直流最大充电电压_DCCHV_MISSING_OR_UNKNOWN,categorical_dummy_or_binary,aligned
1182,VEH_直流最大充电电流(DCCHC)_0,VEH_直流最大充电电流(DCCHC)_0,VEH_直流最大充电电流_DCCHC_0,VEH_直流最大充电电流_DCCHC_0,categorical_dummy_or_binary,aligned
1183,VEH_直流最大充电电流(DCCHC)_0-不适用,VEH_直流最大充电电流(DCCHC)_0-不适用,VEH_直流最大充电电流_DCCHC_0-不适用,VEH_直流最大充电电流_DCCHC_0-不适用,categorical_dummy_or_binary,aligned
1184,VEH_直流最大充电电流(DCCHC)_126,VEH_直流最大充电电流(DCCHC)_126,VEH_直流最大充电电流_DCCHC_126,VEH_直流最大充电电流_DCCHC_126,categorical_dummy_or_binary,aligned
1185,VEH_直流最大充电电流(DCCHC)_131,VEH_直流最大充电电流(DCCHC)_131,VEH_直流最大充电电流_DCCHC_131,VEH_直流最大充电电流_DCCHC_131,categorical_dummy_or_binary,aligned
1186,VEH_直流最大充电电流(DCCHC)_142,VEH_直流最大充电电流(DCCHC)_142,VEH_直流最大充电电流_DCCHC_142,VEH_直流最大充电电流_DCCHC_142,categorical_dummy_or_binary,aligned
1187,VEH_直流最大充电电流(DCCHC)_425,VEH_直流最大充电电流(DCCHC)_425,VEH_直流最大充电电流_DCCHC_425,VEH_直流最大充电电流_DCCHC_425,categorical_dummy_or_binary,aligned
1188,VEH_直流最大充电电流(DCCHC)_99999,VEH_直流最大充电电流(DCCHC)_99999,VEH_直流最大充电电流_DCCHC_99999,VEH_直流最大充电电流_DCCHC_99999,categorical_dummy_or_binary,aligned
1189,VEH_直流最大充电电流(DCCHC)_MISSING_OR_UNKNOWN,VEH_直流最大充电电流(DCCHC)_MISSING_OR_UNKNOWN,VEH_直流最大充电电流_DCCHC_MISSING_OR_UNKNOWN,VEH_直流最大充电电流_DCCHC_MISSING_OR_UNKNOWN,categorical_dummy_or_binary,aligned
1190,VEH_交流最大充电电压(ACCHV)_0,VEH_交流最大充电电压(ACCHV)_0,VEH_交流最大充电电压_ACCHV_0,VEH_交流最大充电电压_ACCHV_0,categorical_dummy_or_binary,aligned
1191,VEH_交流最大充电电压(ACCHV)_0-不适用,VEH_交流最大充电电压(ACCHV)_0-不适用,VEH_交流最大充电电压_ACCHV_0-不适用,VEH_交流最大充电电压_ACCHV_0-不适用,categorical_dummy_or_binary,aligned
1192,VEH_交流最大充电电压(ACCHV)_364.8,VEH_交流最大充电电压(ACCHV)_364.8,VEH_交流最大充电电压_ACCHV_364.8,VEH_交流最大充电电压_ACCHV_364.8,categorical_dummy_or_binary,aligned
1193,VEH_交流最大充电电压(ACCHV)_380,VEH_交流最大充电电压(ACCHV)_380,VEH_交流最大充电电压_ACCHV_380,VEH_交流最大充电电压_ACCHV_380,categorical_dummy_or_binary,aligned
1194,VEH_交流最大充电电压(ACCHV)_394.2,VEH_交流最大充电电压(ACCHV)_394.2,VEH_交流最大充电电压_ACCHV_394.2,VEH_交流最大充电电压_ACCHV_394.2,categorical_dummy_or_binary,aligned
1195,VEH_交流最大充电电压(ACCHV)_400,VEH_交流最大充电电压(ACCHV)_400,VEH_交流最大充电电压_ACCHV_400,VEH_交流最大充电电压_ACCHV_400,categorical_dummy_or_binary,aligned
1196,VEH_交流最大充电电压(ACCHV)_425,VEH_交流最大充电电压(ACCHV)_425,VEH_交流最大充电电压_ACCHV_425,VEH_交流最大充电电压_ACCHV_425,categorical_dummy_or_binary,aligned
1197,VEH_交流最大充电电压(ACCHV)_99999,VEH_交流最大充电电压(ACCHV)_99999,VEH_交流最大充电电压_ACCHV_99999,VEH_交流最大充电电压_ACCHV_99999,categorical_dummy_or_binary,aligned
1198,VEH_交流最大充电电压(ACCHV)_MISSING_OR_UNKNOWN,VEH_交流最大充电电压(ACCHV)_MISSING_OR_UNKNOWN,VEH_交流最大充电电压_ACCHV_MISSING_OR_UNKNOWN,VEH_交流最大充电电压_ACCHV_MISSING_OR_UNKNOWN,categorical_dummy_or_binary,aligned
1199,VEH_交流最大充电电流(ACCHC)_0,VEH_交流最大充电电流(ACCHC)_0,VEH_交流最大充电电流_ACCHC_0,VEH_交流最大充电电流_ACCHC_0,categorical_dummy_or_binary,aligned
1200,VEH_交流最大充电电流(ACCHC)_0-不适用,VEH_交流最大充电电流(ACCHC)_0-不适用,VEH_交流最大充电电流_ACCHC_0-不适用,VEH_交流最大充电电流_ACCHC_0-不适用,categorical_dummy_or_binary,aligned
1201,VEH_交流最大充电电流(ACCHC)_99999,VEH_交流最大充电电流(ACCHC)_99999,VEH_交流最大充电电流_ACCHC_99999,VEH_交流最大充电电流_ACCHC_99999,categorical_dummy_or_binary,aligned
1202,VEH_交流最大充电电流(ACCHC)_MISSING_OR_UNKNOWN,VEH_交流最大充电电流(ACCHC)_MISSING_OR_UNKNOWN,VEH_交流最大充电电流_ACCHC_MISSING_OR_UNKNOWN,VEH_交流最大充电电流_ACCHC_MISSING_OR_UNKNOWN,categorical_dummy_or_binary,aligned
1203,VEH_动力电池种类(BATTYPE)_0-不适用,VEH_动力电池种类(BATTYPE)_0-不适用,VEH_动力电池种类_BATTYPE_0-不适用,VEH_动力电池种类_BATTYPE_0-不适用,categorical_dummy_or_binary,aligned
1204,VEH_动力电池种类(BATTYPE)_1-磷酸铁锂电池,VEH_动力电池种类(BATTYPE)_1-磷酸铁锂电池,VEH_动力电池种类_BATTYPE_1-磷酸铁锂电池,VEH_动力电池种类_BATTYPE_1-磷酸铁锂电池,categorical_dummy_or_binary,aligned
1205,VEH_动力电池种类(BATTYPE)_4-三元锂电池,VEH_动力电池种类(BATTYPE)_4-三元锂电池,VEH_动力电池种类_BATTYPE_4-三元锂电池,VEH_动力电池种类_BATTYPE_4-三元锂电池,categorical_dummy_or_binary,aligned
1206,VEH_动力电池种类(BATTYPE)_6-镍钴锰酸锂电池,VEH_动力电池种类(BATTYPE)_6-镍钴锰酸锂电池,VEH_动力电池种类_BATTYPE_6-镍钴锰酸锂电池,VEH_动力电池种类_BATTYPE_6-镍钴锰酸锂电池,categorical_dummy_or_binary,aligned
1207,VEH_动力电池种类(BATTYPE)_8-其他,VEH_动力电池种类(BATTYPE)_8-其他,VEH_动力电池种类_BATTYPE_8-其他,VEH_动力电池种类_BATTYPE_8-其他,categorical_dummy_or_binary,aligned
1208,VEH_动力电池种类(BATTYPE)_9-未知,VEH_动力电池种类(BATTYPE)_9-未知,VEH_动力电池种类_BATTYPE_9-未知,VEH_动力电池种类_BATTYPE_9-未知,categorical_dummy_or_binary,aligned
1209,VEH_动力电池种类(BATTYPE)_MISSING_OR_UNKNOWN,VEH_动力电池种类(BATTYPE)_MISSING_OR_UNKNOWN,VEH_动力电池种类_BATTYPE_MISSING_OR_UNKNOWN,VEH_动力电池种类_BATTYPE_MISSING_OR_UNKNOWN,categorical_dummy_or_binary,aligned
1210,VEH_充电接口位置(CHALOC)_0-不适用,VEH_充电接口位置(CHALOC)_0-不适用,VEH_充电接口位置_CHALOC_0-不适用,VEH_充电接口位置_CHALOC_0-不适用,categorical_dummy_or_binary,aligned
1211,VEH_充电接口位置(CHALOC)_1-前部,VEH_充电接口位置(CHALOC)_1-前部,VEH_充电接口位置_CHALOC_1-前部,VEH_充电接口位置_CHALOC_1-前部,categorical_dummy_or_binary,aligned
1212,VEH_充电接口位置(CHALOC)_14-左侧前部和左侧后部,VEH_充电接口位置(CHALOC)_14-左侧前部和左侧后部,VEH_充电接口位置_CHALOC_14-左侧前部和左侧后部,VEH_充电接口位置_CHALOC_14-左侧前部和左侧后部,categorical_dummy_or_binary,aligned
1213,VEH_充电接口位置(CHALOC)_2-左侧前部,VEH_充电接口位置(CHALOC)_2-左侧前部,VEH_充电接口位置_CHALOC_2-左侧前部,VEH_充电接口位置_CHALOC_2-左侧前部,categorical_dummy_or_binary,aligned
